id,song_normalized,artist_normalized,lyrics,is_hit,decade
5owFj7EOftzR9x5zciL0Bm,another star,stevie wonder,"For you there might be a brighter star
But through my eyes the light of you is all I see
For you there might be another song
But all my heart can hear is your melody

So long ago my heart, without demanding
Informed me that no other love colud do
But listen, did I not, though understanding
Fell in love with one who would break my heart in two?

For you love might bring a toast of wine
But with each sparkle know the best for you I pray
For you, love might be for you to find
But I will celebrate our love of yesterday

So long ago my heart, without demanding
Informed me that no other love could do
But listen did I not, though understanding
I fell in love with one who would break my heart in two

For you there might be another star
But through my eyes the light of you is all I see
For you there might be another song
But in my heart your melody will stay with me",0,1970s
6tzFM08UuwxhuftjfUqaQA,all you need is love remastered 2009,the beatles,"Love, love, love

Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say
But you can learn how to play the game
It's easy

Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do
But you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love

All you need is love, love
Love is all you need

There's nothing you can know that isn't known
Nothing you can see that isn't shown
There's nowhere you can be
That isn't where you're meant to be
It's easy

All you need is love
All you need is love

All you need is love, love
Love is all you need

All you need is love (all together now)
All you need is love (everybody)
All you need is love, love
Love is all you need

Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need (love is all you need)
Love is all you need

(Love is all you need)
(Love is all you need)
(Love is all you need) Yesterday
(Love is all you need) Oh

Love is all you need
Love is all you need
Oh, yeah
Love is all you need

(She loves you, yeah, yeah, yeah)
(She loves you, yeah, yeah, yeah)
(Love is all you need)
(Love is all you need)",0,1970s
5S15qmWHZ8iqzwDLTGwkSi,rip and tear,la guns,"Midnight and I'm ready to move
Don't need a reason, I got the groove
My fire is burning, burning hot
When I start I'm never gonna stop

Don't need permission, don't need a cue
My motor's running and I'm comin' after you
Hold me, baby, hold me tight
You look so good in the middle of the night

Rip and tear
Rockin' the house down, taking the dare
Rip and tear
Mulholland woman, she don't care

I need some action, I need the chase
I'm riding hard and I'm thinking 'bout your face
Nice and sleazy, you got the stuff
What you're giving me I'll never get enough

Load up mama, load my guns
I shout for thrills and I'm second to none
Hold me, baby, hold me tight
You look so good in the middle of the night

Rip and tear
Rockin' the house down, taking the dare
Rip and tear
Mulholland woman, she don't care, she don't care

Rip and tear
Rockin' the house down, taking the dare
Rip and tear
Mulholland woman, she don't care, she don't care

She don't care
She take me high tonight
In the sky tonight

I feel a long lost lover, baby, broken heart
Trail blazin' mama, dress for party
She may go, she may go
Come on, come on, yeah

Rip and tear
Rockin' the house down, taking the dare
Rip and tear
Mulholland woman, she don't care

Rip and tear
Rockin' the house down, taking the dare
Rip and tear
Mulholland woman, she don't care",0,2000s
5rCPtnCl174N9OAi7mkiCA,burn the witch,radiohead,"Stay in the shadows
Cheer at the gallows
This is a round up

This is a low flying panic attack
Sing a song on the jukebox that goes

Burn the witch
Burn the witch
We know where you live

Red crosses on wooden doors
And if you float you burn
Loose talk around tables
Abandon all reason
Avoid all eye contact
Do not react
Shoot the messengers

This is a low flying panic attack
Sing the song of sixpence that goes

Burn the witch
Burn the witch
We know where you live
We know where you live",0,2010s
5JclOtSOkI5YKGihtuWqCZ,angels of ashes,scott walker,"The Angels of ashes
Will give back your passions
Again and again
Their light shafts
Will reach through the darkness
And touch you my friend

They'll fly in a mind dance
And blind you with wings
Wrapped in flame
If you're down to an echo
They just might remember
Your name

In the unbroken darkness
Where emptiness
Empties alone

There's no starting or stopping
Where there is no right
Or no wrong

Well that's all right for some
Who can hang the absurd
On their wall
If your blind hands can't grope
Through these measureless waters
You'll fall

You've been following patterns
And fleeting sensations
Too long
And the fullness that fills up
The pulse of durations is gone

Let the great constellation
Of flickering ashes be heard
Let them burn with a fire
All it takes to confess
Is a word, just a word

I can recommend angels
I've watched as they've made a man strong
Oh so strong

If your humbleness shows
Then I'm sure that they'll take you
Along

You can tell them who sent you
It might help to get you above
You can say that he laughed
And he walked like St. Francis
With love",0,1960s
1L5pfMkgb893IAW5OX8sg1,spotlight,hermitude,"I feel the focus swell
 And what they do to me
 I feel the light above
 Nothing can set me free
 I'm gonna do something about it for myself
 I need to make something of my life and go through hell
 Been high as I felt
 For myself
 Spotlight
 Enough to find my own way back
 I chase the spotlight
 Enough to find my own way back
 (Spotlight)
 (Spotlight, spotlight)
 (Spotlight)
 I feel the focus swell
 And what they do to me
 I feel the light above
 Nothing can set me free
 I'm gonna do something about it for myself
 I need to make something of my life and go through hell
 Been high as I felt
 And the better thing's now the blurred line
 In a better place now undеr the spotlight
 And the bettеr thing's now the blurred line
 In a better place now under the spotlight
 Spotlight
 Enough to find my own way back
 I chase the spotlight
 Enough to find my own way back
 Under your love, babe
 Spotlight
 Enough to find my own way back
 I chase the spotlight
 Enough when I'm due to die
 Under your love
 Spotlight
 Spotlight
 Spotlight
 Spotlight
 Journey, my life changed
 I'll never be the same
 I know what is the truth
 (Spotlight)
 (Spotlight)
 (Spotlight, spotlight)",0,2020s
5XBQEHcpGZxPG72oiANhFW,someone else is steppin in slippin out slippin in,buddy guy,"I came home this morning
Oh what a shock
When I found out my key
No longer fit my lock
Oh baby
You just go right back out there where you've been
'Cause while you were slippin' out
Oh someone else was slippin' in

I thought I was your fool
That you could count on
One was right there
When no one else is at home
But oh baby
I think I found myself a new friend
But while you were slippin' out
Oh Lord, someone else was slippin' in

Now cry your heart out
Oh you don't mean a thing to me
I'm a brand new man
And you can plainly see
A new way to walk people and of wearin' my hair
This big smile you see on my face
You didn't put it there
I got a new way of wearin' my hair
This big smile on my face babe
You didn't put it there
Oh baby
You just take me back out there where you've been
'Caue while you were slippin' out
Someone else was slippin' in
Oh Lord

Now cry your heart out
Oh you don't mean a thing to me
I'm a brand new man
Even Stevie Wonder can see
A new way to walk people and of wearin' my hair
This big smile on my face baby
You didn't put it there

I got a new way of wearin' my hair
This big smile on my face
You didn't put it there
Oh baby
You just go right back out there where you've been
'Cause while you were slippin' out
Someone else was slippin' in
I said while you were slippin' out
Someone else was slippin' in
I said while you were slippin' out
Oh someone else was slippin' in
I said while you were slippin' out
Someone else was slippin' in",0,1990s
0DXTiBN1n88iljDRnqS8pG,sleepwalking mokita goldhouse remix,all time low,"Feel like I'm sleepwalking when you're gone
 ♪
 (Sleepwalking when you're gone)
 What a shame, what a shame, what a shame
 It's all fun and games 'til you don't wanna play now
 Run away, run away, run away
 It's easy to say but it's harder to say now
 You're onto something else
 I'm a picture left on your shelf
 The dream's a lie I tell myself
 Feel like I'm sleepwalking when you're gone
 Wide awake but it just feels wrong
 Stay in bed 'til a whole year's gone
 Wake me up when it's over
 Feel like I'm sleepwalking when you're gone
 Medicate 'til my brain goes numb
 Like a dream where your feet won't run
 Stuck in place, paralyzed, I
 Feel like I'm sleepwalking when you're gone (gone, gone, gone)
 (Sleepwalking when you're gone)
 (I'm sleepwalking when you're g-g-g-gone, gone, gone)
 (Sleepwalking when you're gone)
 (I'm sleepwalking when you're gone, gone, gone, gone, gone, gone)
 (Sleepwalking when you're gone, gone, gone, gone, gone, gone)
 Took a flight to the west coast
 I fell asleep at the window
 Suddenly I feel my body
 Fallin' fast into visions of you
 Movin' onto someone else
 I'm a picture left on your shelf
 And the dream's a lie I tell myself
 Feel like I'm sleepwalking when you're gone
 Wide awake but it just feels wrong
 Stay in bed 'til a whole year's gone
 Wake me up when it's over
 Feel like I'm sleepwalking when you're gone
 Medicate 'til my brain goes numb
 Like a dream where your feet won't run
 Stuck in place, paralyzed, I
 Feel like I'm sleepwalking when you're gone (gone, gone, gone, gone)
 (Sleepwalking when you're gone)
 (I'm sleepwalking when you're g-g-g-gone, gone, gone)
 (Sleepwalking when you're gone)
 ♪
 Wide awake but it just feels wrong
 Stay in bed 'til a whole year's gone
 Wake me up when it's over
 Feel like I'm sleepwalking when you're gone
 Medicate 'til my brain goes numb (goes numb)
 Like a dream where your feet won't run (won't run)
 Stuck in place, paralyzed, I
 Feel like I'm sleepwalking when you're gone (gone, gone, gone, gone)
 Feel like I'm sleepwalking when you're gone
 (Gone, g-gone, g-g-gone, gone, g-g-gone)",0,2020s
7hK2OPpm8tpsTlolgxj9kr,gimmie gimmie gimmie dez,black flag,"Gimme, gimme, gimme
 I need some more
 Gimme, gimme, gimme
 Don't ask what for
 One, two, three, four
 Standing here like a loaded gun
 Waiting to go off
 I've got nothing to do
 But shoot my mouth off
 Gimme, gimme, gimme
 Gimme some more
 Gimme, gimme, gimme
 Don't ask what for
 I'm gonna go out
 Get something for my head
 If I keep on doing this
 I'm gonna end up dead
 So gimme, gimme, gimme
 Gimme some more
 Gimme, gimme, gimme
 Don't ask what for
 I know the world's got problems
 I've got problems of my own
 Not the kind that can't be solved
 With an atom bomb
 So gimme, gimme, gimme
 Gimme some more
 Gimme, gimme, gimme
 Don't ask what for
 ♪
 Gimme, gimme, gimme
 I need some more
 Gimme, gimme, gimme
 Don't ask what for
 One, two, three, four
 Standing here like a loaded gun
 Waiting to go off
 I've got nothing to do
 But shoot my mouth off
 So gimme, gimme, gimme
 Gimme some more
 Gimme, gimme, gimme
 Don't ask what for",0,1980s
3FGQakzy8Cb20cIgyIQjhi,boys dont cry feat bobby raps,key,"Boys don't cry
Boys don't cry
Pussy, ho

Boys don't cry
Hurricane season but it's category five
I can feel the pulse but I'd rather let it die, yeah, I'd rather let it die
You can never get my mind, no, you'll never get inside, no
I didn't see at first, now it's magnified
Had a little taste, now I'm traumatized
You want me to stay, I have not arrived
You and me against the world but I don't wanna lie (ayy)

Who am I kidding? I've been kidding myself
I speak for me, can't speak for anybody else
Showing hands if it's anybody else
Self-medication, I've been healing myself, ayy
Driving fast, I forgot where I was going, ayy
I picked you, you was chosen, ayy
We locked in, we was frozen (frozen)
And you changed, it's not me, ayy
You wanted this and got me
I think you've been missed
I wanted love, what is this?

Boys don't cry
Hurricane season but it's category five
I can feel the pulse but I'd rather let it die, yeah, I'd rather let it die
You can never get my mind, no, you'll never get inside, no
I didn't see at first, now it's magnified
Had a little taste, now I'm traumatized
You want me to stay, I have not arrived
You and me against the world but I don't wanna lie

I don't wanna hold you up, just wanna hold you down
Floating off a pick-me-up just so I won't drown
Told my partner, ""Pick me up, I'm too lit right now""
Cop a pack of TLC and burn it down

Moving fast, I ain't even get to know you, ayy
This the type of shit to mold you, to cold you
Don't let it rule you like O'Doyle, okay
Tryna be tough, for God's sakes, I'm a rapper
Staring at my phone, tryna turn time backwards
D'Angelo and Lauryn Hill, nothing even matters
How the hell I miss her when I never really had her?

Boys don't cry
Hurricane season but it's category five
I can feel the pulse but I'd rather let it die, yeah, I'd rather let it die
You can never get my mind, no, you'll never get inside, no
I didn't see at first, now it's magnified
Had a little taste, now I'm traumatized
You want me to stay, I have not arrived
You and me against the world but I don't wanna lie

Driving fast, I forgot where I was going",0,2020s
7rwS7lcHkv6qJuVZiOlL7T,beyond the horizon,bob dylan,"Beyond the horizon, behind the sun
At the end of the rainbow life has only begun
In the long hours of twilight 'neath the stardust above
Beyond the horizon it is easy to love

I'm touched with desire
What don't I do?
Through flame and through fire
I'll build my world around you

Beyond the horizon in the Springtime or Fall
Love waits forever for one and for all

Beyond the horizon, across the divide
'Round about midnight, we'll be on the same side
Down in the valley the water runs cold
Beyond the horizon someone prayed for your soul

My wretched heart is pounding
I felt an angel's kiss
My memories are drowning
In mortal bliss

Beyond the horizon, at the end of the game
Every step that you take, I'm walking the same

Beyond the horizon, the night winds blow
The theme of a melody from many moons ago
The bells of St. Mary, how sweetly they chime
Beyond the horizon I found you just in time

It's dark and it's dreary
I've been pleading in, in vain
I'm wounded and I'm weary
My repentance is plain

Beyond the horizon
O'er the treacherous sea
I still can't believe that you
Have set aside your love for me

Beyond the horizon, 'neath crimson skies
In the soft light of mornin' I'll follow you with my eyes
Through countries and kingdoms, and temples of stone
Beyond the horizon, right down at the bone

It's the right time of the season
Someone there always cared
There's always a reason
Why someone's life has been spared

Beyond the horizon
The sky is so blue
I've got more than a lifetime
To live lovin' you",0,2000s
58UVDRrtwOKjRVrdnn7NyD,spellbound 12 mix,siouxsie and the banshees,"From the cradle bars
Comes a beckoning voice
It sends you spinning
You have no choice

You hear a laughter
Cracking through the walls
It sends you spinning
You have no choice

You hear laughter
Cracking through the walls
It sends you spinning
You have no choice

Following the footsteps
Of a rag doll dance
We are entranced
Spellbound

Following the footsteps
Of a rag doll dance
We are entranced
Spellbound
Spellbound
Spellbound

Spellbound
Spellbound
Spellbound
Spellbound

And don't forget
When your elders forget
To say their prayers
Take them by the legs
And throw them down the stairs

When you think
Your toys have gone berserk
It's an illusion
You cannot shirk

You hear laughter
Cracking through the walls
It sends you spinning
You have no choice

Following the footsteps
Of a rag doll dance
We are entranced
Spellbound

Following the footsteps
Of a rag doll dance
We are entranced
Spellbound
Spellbound
Spellbound

Spellbound
Spellbound
Spellbound
Spellbound
Spellbound

Following the footsteps
Of a rag doll dance
We are entranced

Following the footsteps
Of a rag doll dance
We are entranced
Entranced, entranced, entranced, dance, dance",0,1980s
0m6bu7QJn8HJJUEfqYY5nI,dont cry out loud,melissa manchester,"Baby cried the day the circus came to town
'Cause she didn't want parades just passing by her
So she painted on a smile and took up with some clown
While she danced without a net upon the wire

I know a lot about her, 'cause you see
Baby, is an awful lot like me

Don't cry out loud
Just keep it inside
And learn how to hide your feelings
Fly high and proud
And if you should fall
Remember you almost had it all

Baby saw that when they pulled that big top down
They left behind her dreams among the litter
And the different kind of love she thought she'd found
There was nothing left but sawdust and some glitter

But Baby can't be broken, 'cause you see
She had the finest teacher, that was me
I told her

Don't cry out loud
Just keep it inside
And learn how to hide your feelings
Fly high and proud
And if you should fall
Remember you almost had it all

Don't cry out loud
Just keep it inside
And learn how to hide your feelings
Fly high and proud
And if you should fall
Remember you almost made it

Don't cry out loud
Just keep it inside
And learn how to hide your feelings
Fly high and proud
And if you should fall
Remember you almost had it all",1,1990s
199hEjOR8mLkPLK8YXLWCT,home,jerry lee lewis,"Well, I've been a traveller most of my life
Never took a home, never took a wife
Ran away young and decided to roam
Wanna see my mama and my daddy back home
[Chorus]
Home, where the river runs cold
The water tastes good, the winters ain't cold
Home, where the trees grow tall
The home fires burn, the whippoorwills call
I remember stories that my daddy used to tell
My eyes would get big, and his chest would swell
I could sit for hours and listen with glee
As he'd tell of how he lived when he's a boy like me
[Chorus]
Well, mama dear, mama do you still love your boy
After all my roamin' can I still bring you joy
Mom sent a letter, got it not long ago
She said ""come home, I'm missin' you so",0,1960s
49ejCUJdmEmeon4vVRglDI,every mothers son live from cbgbs 1293,dinosaur jr,"Well I've been riding a winning horse
For a long, long time
Sometimes I wonder
Is this the end of the line
No one should take advantage
Of who they are
No man has got it made
If he thinks he does, he's wrong

Every mother's so
Better hear what I'm saying
Every mother's son
Will rise and fall one day

Seen it happen so many times, so many times before
Some man got so much money he doesn't worry no more
Or he's got such a pretty woman that'll treat him fine
My friends have all been fools
It happens every time

I'm not tryin' to preach to no one, to no one at all
Seen a lot of my good friends just rise to fall
'Cause they got so much money or a woman so fine
Well my friends have all been fools, it happens every time

What I say

What I say
Oh, every mother's son will rise and fall one day

And so it goes",0,2000s
7FXFAvkVsZ85KzppbQzYs2,strange phenomena,kate bush,"Soon it will be the phase of the moon
When people tune in.
Every girl knows about the punctual blues
But who's to know the power behind our moves?

A day of coincidence with the radio
And a word that won't go away.
We know what they're all going to say.
""G"" arrives--""Funny, had a feeling he was on his way!""

We raise our hats to the strange phenomena.
Soul-birds of a feather flock together.
We raise our hats to the hand a-moulding us.
Sure 'nuff, he has the answer
He has the answer
He has the answer, be-duh-be-duh-be-duh-be-duh...
""Om mani padme
Om mani padme
Om mani padme hum.""

You pick up a paper. You read a name.
You go out. It turns up again and again.
You bump into a friend you haven't seen for a long time
Then into another you only thought about last night.

You hear your sister calling for you
But you don't know where from.
You know there's something wrong
But you don't want to believe in a premonition.

We raise our hats to the strange phenomena.
Soul-birds of a feather flock together.
We raise our hats to the hand a-moulding us.
Sure 'nuff, he has the answer
He has the answer
He has the answer, be-duh-be-duh-be-duh-be-duh...
""Om mani padme
Om mani padme
Om mani padme hum.""",0,1970s
5abWgHuKdRhWotjDxhvj5k,white christmas,andy williams,"I'm dreaming of a white Christmas
Just like the ones I used to know
Where the treetops glisten
And children listen
To hear sleigh bells in the snow

I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white

I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white",0,1960s
4XKrl2LaDqgHPXz6oEKyOq,turn the other cheek,resin,"Why is the sky always gray whenever she is away?
 I feel a chill come over me even though I know that she
 Is coming back soon anyway.
 Why does my eye shed a tear knowing that she is not near?
 In the street people suffer still but I don't care
 Cause I'm sobbing till she reappears.
 But she cares nothing for me.
 To her it's a joke and she is just usin' me.
 Like mirrors and smoke
 Somehow I must make her see
 That my heart is broken in two.
 You know it's true. It's true.
 I'm a man and not a mouse
 She's the devil, I'm her spouse
 And my soul is beyond my control.
 But she cares nothing for me
 To her it's a joke and she is just usin' me
 Like mirrors and smoke
 Somehow I must make her see
 That my heart is broken in two
 You know it's true.
 Why are my knees always weak?
 This world is not for the meek.
 Even though she treats me bad, life without her would be sad
 So I'm turning my other cheek
 That's what I mean
 Turn the other cheek
 That's what I do now
 Turn the other cheek yeah
 Now I must turn (I must turn)
 Yeah I must turn it (I must turn)
 Turn the other cheek yeah (I must turn)
 I must turn the other cheek (I must turn)
 Cause this world was not made for the weak (I must turn)
 Hey hey hey hey hey (I must turn)
 (I must turn)
 (I must turn)",0,1990s
5gWj0MR2KdPD0csuK5fWXA,kafir,nile,"Kafir!

There is no God but God
There is no God but God
There is no God but the one true God
There is no God but the hidden God
There is no God
There is no God
There is no God
There is no God

Allahu Akhbar!

In the name of the unmerciful the unbenevolent
In the name of the lord of the worlds
Owner of the Day of Judgment
Show us the path of those who earn anger

And those who go astray
As for the disbelievers
Whether thou warn them or warn them not
Is all one for them
They believe not
And theirs is an awful doom

Kafir!

O Mankind
Worship the God whom thou hast created
Who hast created thee
And those who came before thee

O Mankind
Thou sons of simian ancestors
Guard yourself against the fire
Prepared for disbelievers
Whose fuel is of men and stones

There is no God but God
There is no God but God
There is no God but the one true God
There is no God but the hidden God
There is no God
There is no God
There is no God
There is no God!

Allah Akhbar!",0,2000s
3rAHZCDyUW9OHrFKnTpgC8,hilton,emilíana torrini,"Hey who said everything
is the way it should go?

Hey if there's more to this
don't you want, you know, to know?

Oh breath the musty air thick with coffee grinds
And the thought of getting out of here
imprinted on our minds

Hey I too am bored with this
apartment scene

And it's time we paint the walls with leaves
jump into some forest greens

Hey nothing's what it used to be because
Oh, we're hearing traffic noise as raging waterfalls
Yeah!!
Yeah!!

Tiger prowling, car horns blaring,
flies are swarming, music blasting,
neighbors fighting, father whistling,
bulls are charging, humid kitchens,
meerkats staring, aces trumping,
take out dinners, us surviving,
I start smoking, online shopping,
still pretending I am working

Tiger prowling, car horns blaring,
meerkats staring, neighbours fighting,
traffic humming, water falling,
street lights glaring, flies are swarming,
music blasting, aces trumping,
news reporter saying something,
leaves applauding, humid kitchens,
lion roaring father whistling,
bulls are charging, mangroves guarding,
take out dinners, us surviving,
I start smoking, online shopping,
still pretending I am working

Tiger prowling, car horns blaring,
meerkats staring, neighbours fighting,
traffic humming, water falling,
street lights glaring, flies are swarming,
music blasting, aces trumping,
news reporter saying something,
leaves applauding, humid kitchens,
lion roaring father whistling,
bulls are charging, mangroves guarding,
take out dinners, us surviving,
I start smoking, online shopping,
still pretending I am working

Yeah!!
Noise as raging waterfalls
Yeah!!
Noise as raging waterfalls
Yeah!!
Noise as raging waterfalls
Yeah!!",0,2020s
1NxqAV4ADyF2rFSH2GRZuF,still love you 2008 remaster,rod stewart,"I was told by a good friend
You were untouchable, out of my reach.
But the first time ever I saw you,
I spilled my cherry lime over your dress.
You said, ""Don't you worry, it's not my best one.""
First encounter, hardly the best.
But I would not change a thing
If I could do it all over again.
All I'm tryin' to say in my awkward way is,
""I still love you.""
Didn't I try to impress you,
But my old Chevy van kept breakin' down.
And my one room over the drugstore,
We watched the neon lights go out over town.
And some nights we'd go out dancin',
Come home singin' by the Erie Canal.
Two hearts gently poundin'
As that mornin' train came janglin' through.
But I would not change a thing
If I could do it all over again.
All I'm tryin' to say in my awkward way is,
""I still love you.""
Well darlin', didn't I promise
I'd never go so far away again?
But here I am writin' this letter;
Goodbye to you, my love, see you again.
But I would not change a thing
If I could do it all over again.
All I'm tryin' to say in my awkward way is,
""I still love you.""",0,1970s
6FDrn47S3Q4s9rhLHm4um0,could it be magic,barry manilow,"Spirit move me, every time I'm near you
Whirling like a cyclone in my mind
Sweet Melissa, angel of my lifetime
Answer to all answers I can find

Baby I love you, come, come, come into my arms
Let me know the wonder of all of you
Baby, I want you now, now, now, and hold on fast
Could this be the magic at last?

Lady take me, high up on a hillside
High up where the stallion meets the sun
I could love you, build my world around you
Never leave you 'till my life is done

Baby I love you, come, come, come into my arms
Let me know the wonder of all of you
And baby, I want you now, oh now, oh now
Oh, now and hold on fast
Could this be the magic at last?

Now could it be magic, come, c'mon, c'mon, come
Oh, come into my arms
Oh, let me know the wonder of all of you, all of you
Baby, I want you now, now, oh now
Oh, now and hold on fast
Oh, could this be the magic at last?

Could it be magic, come, c'mon, c'mon, come
Oh, come into my arms
Oh, let me know the wonder of all of you
Baby, I want you now, oh now, oh now
Oh, now and hold on fast
Oh, could this be the magic at last?
Could it be magic, come, c'mon, c'mon, come
Oh, come into my arms

Oh, let me know the wonder of all of you, all of you
Baby, I want you now oh now, oh now oh now
Oh, now and hold on fast
Oh, could this be the magic?
(Could it be magic?)
(Baby I want you)
(Could it be magic?)",1,1970s
5yHnTkqs5kT0ELknK0NgHi,photographic 2006 remaster,depeche mode,"A white house, a white room
The program of today
Lights on, switch on
Your eyes are far away

The map represents you
And the tape is your voice
Follow all along you
Till you recognize the choice

I take pictures
Photographic pictures

Bright light, dark room
Bright light, dark room

I said I'd write a letter
But I never got the time
And looking to the day
I mesmerize the light

The years I spend just thinking
Of a moment we both knew
A second boss looking into
It seems it can't be true

I take pictures
Photographic pictures

Bright light, dark room
Bright light, dark room",0,1980s
36sAHywEsh50kaM6CpENHp,you drive me crazy,britney spears,"Baby, I'm so into you
You got that somethin', what can I do?
Baby, you spin me around, oh
The earth is movin', but I can't feel the ground

Every time you look at me
My heart is jumpin', it's easy to see
Lovin' you mean so much more
More than anythin' I ever felt before

You drive me crazy, I just can't sleep
I'm so excited, I'm in too deep
Ooh, crazy, but it feels alright
Baby, thinkin' of you keeps me up all night
Ooh

Tell me you're so into me
That I'm the only one, you will see
Tell me I'm not in the blue, oh
That I'm not wastin' my feelings on you

Lovin' you means so much more
More than anythin' I ever felt before

You drive me crazy, I just can't sleep
I'm so excited, I'm in too deep
Ooh, crazy, but it feels alright
Baby, thinkin' of you keeps me up all night

Crazy, I just can't sleep
I'm so excited, I'm in too deep
Crazy, but it feels alright
Every day and every night

You drive me crazy (you drive me crazy, baby)
I'm so excited, I'm in too deep
Ooh, crazy (you make me feel alright)
Baby, thinkin' of you keeps me up all night (oh)

You drive me crazy (you drive me crazy, baby, yeah)
Oh, crazy, but it feels alright
Baby, thinkin' of you keeps me up all night
Baby, thinkin' of you keeps me up all night",1,1990s
6PmckFG2BhEELc5OM7O7DS,black diamond,kiss,"Out on the street for a living
Picture's only begun

Got you under their thumb
Hit it

Out on the streets for a living
Picture's only begun
Your day is sorrow and madness
Got you under their thumb

Whoo, black diamond
Whoo, black diamond

Darkness will fall on the city
It seems to follow you too
And though you don't ask for pity
There's nothin' that you can do, no no

Whoo, black diamond
Whoo, black diamond

Out on the streets for a living
Picture's only begun
Your day is sorrow and madness
Got you under their thumb

Whoo, black diamond, yeah
Whoo, black diamond",0,1970s
7ny73fTqtKwjO5WtLs7c3M,je pense a toi,my little airport,"You teach me French
But I cannot speak well
You teach me French
But I cannot speak well

You said ""je pense a toi""
But I said ""Japan sut gua""
You said ""je pense a toi""
But I said ""Japan sut gua""

You teach me French
But I cannot speak well
You teach me French
But I cannot speak well

You said ""je pense a toi""
But I said ""Japan sut gua""
You said ""je pense a toi""
But I said ""Japan sut gua""",0,2000s
3XdaJ8ZYmFgIWC1OSA7I1Z,whoman woman,efya,"Who man
 Without a woman, Nothing, nothing oh!
 Who man
 Say without a woman, Nothing, nothing oh!
 Woman
 African woman
 Woman
 African woman
 Say the woman is strong
 And a woman is beautiful
 She will fight for the world
 She will fight so strong until the end
 Say the woman will pray
 And a woman is dutiful
 She will stand by your side until the time
 It no be here
 Who make man happy
 Woman
 Who make man cry
 Woman
 Who born your grandpa
 Woman
 Who born your father
 Woman
 Eh treat her nice
 Who man
 Without a woman Nothing, nothing ooh
 Whoman Without a woman Nothing, nothing ooh
 Mommy without daddy
 Jollof without chicken
 Gari without sugar
 How can it be?
 Hustle without mula
 Baby without me
 Dodo without beans
 Where is my beans?
 Who make man happy?
 Woman
 Who make man cry?
 Woman
 Who born your grandpa?
 Woman
 Who born your father?
 Woman
 Eh treat her nice
 Who man?
 Say without a woman Nothing, nothing ooh
 Who man?
 Say without a woman Nothing, nothing ooh
 Mommy without daddy
 Jollof without chicken
 Gari without sugar
 How can it be?
 Hustle without mula
 Baby without me
 Dodo without beans Where is my beans?
 Who make man happy?
 Woman
 Who make man cry?
 Woman
 Who born your grandpa?
 Woman
 Who born your father? Woman
 Eh treat her nice
 Woman Say without a woman Nothing, nothing ooh
 Who man?
 Say without a woman Nothing, nothing ooh
 Who man?
 Say without a woman Nothing, nothing ooh
 Who man",0,2010s
1IFXFbScDD7UQ0Mp66d4yG,hallelujah,kingzkid,"I aint tryinh to be Michael Jackson
 crush my identity and then end up in anguish no
 yh I aint trying to be Usain Bolt
 to be fastest man upon the planet naa
 Am just trying to lift up my hands
 as a sign of total surrender to the reason why we living
 and whom we all have our being
 Hes the reason of the season
 Intoxicated by the holy spirit",0,2020s
36QggXBk5QV18KsDXf8Cnf,i will survive,capleton,"I will survive
From my bees are alive
Honey's coming from the hive yo
Food is coming from my soil
Mama pot a fi boil
Food for the child

Well over the hills and through the valley on top of the mountain
Me seh Selassie I bless and I devote him
Listen to the birds when them a sing them all him
Listen to the wind a with the whistling blend
Give thanks for the trees for ya produce oxygen
So me let out the lion name from all tongue again
And free all black people from mortality
Out of the mouth?
Food is the stuff of life let they all be fed again
Righteousness the ghetto youth and seh keep it blazin

I will survive
From my bees are alive
Honey's coming from the hive yo
Food is coming from my soil
Mama pot a fi boil
Food for the child

So I'm trodding on my way
And I hail King Selassie whether night or day
Just by ya works and so ya cannot get to pay
So I have to chant a song today
And I have to pray along my way
And I have to pray to meet a brighter day
And hail King Selassie I no care what them a say
Blaze up the RED

The one ya name
I will survive
From my bees are alive
Honey's coming from the hive yo
Food is coming from my soil
Mama pot a fi boil
Food for the child

Well some a say them blessed but them cursed
Nuff a dem no really know what life is worth
Every ghetto youth want fat up mama purse
Hail King Selassie I the first- Yo
Fire a go take them if them dis mama earth
Them civilization them a she give birth
Them get take the fire then tell them fi sure
Diss Emmanuel- you a jerk - the one ya name

I will survive
From my bees are alive
Honey's coming from the hive yo
Food is coming from the sun
Mama pot a fi boil
Food for the child",0,2000s
